Name,Country,Born,Order,Consistory,Office,Country,Region,L1_Tags,L1_Scores,L2_Tags,L2_Scores,L3_Tags,L3_Scores,L4_Tags,L4_Scores,L5_Tags,L5_Scores,Paragraph
Jaime Spengler OFM,Brazil,6 September 1960,CP,7 December 2024 Francis,Archbishop of Porto Alegre,Brazil,South America,SOUTH_AMERICA,0.83,INST_RES_CAPITAL,0.75,REF_MAX;SOC_SOCJUS;DOCT_PROGRESS,0.8;0.75;0.45,NET_CELAM;NET_FRAN,0.85;0.92,FAC_REG_LATAM_CONT;FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.72;0.48;0.3,"Cardinal Jaime Spengler, a Brazilian Franciscan and current president of the bishops’ conference, consistently highlights “walking together” as the Church’s future, urging greater listening and decision-sharing with laity and regional bodies. A veteran of the Amazon Synod, he stresses care for creation, indigenous rights and poverty alleviation, placing social and ecological justice at the centre of his ministry. While largely aligned with Pope Francis on moral issues, he shows cautious openness to limited priestly and ministerial reforms, marking him as a moderately progressive voice within the Latin-American episcopate."
Ignace Bessi Dogbo,Ivory Coast,17 August 1961,CP,7 December 2024 Francis,Archbishop of Abidjan,Ivory Coast,Africa,AFRICA,0.93,INST_RES_CAPITAL,0.82,DOCT_CONSERV;SOC_SOCJUS,0.78;0.56,NET_NONE,0.5,FAC_REG_AFRICA;FAC_IDE_GLOBAL_JUSTICE,0.45;0.2,"Archbishop Ignace Bessi Dogbo has consistently defended classic Catholic moral teaching, publicly rejecting any liberalisation on same-sex unions or abortion. At the same time, as president of Ivory Coast’s bishops he places strong emphasis on social cohesion, youth employment and equitable economic policies, echoing Pope Francis’ social-justice rhetoric. His profile therefore combines a clear doctrinal conservatism with a pastoral concern for the poor and for national reconciliation. x x x"
Jean-Paul Vesco OP,Algeria,10 March 1962,CP,7 December 2024 Francis,Archbishop of Algiers,Algeria,Middle East & North Africa,MENA,0.92,INST_RES_CAPITAL,0.78,SOC_MERCY;DOCT_PROGRESS;SOC_SOCJUS,0.82;0.77;0.55,NET_DOM,0.92,FAC_IDE_PROGRESS;FAC_IDE_GLOBAL_JUSTICE;FAC_REG_AFRICA,0.45;0.3;0.2,"Dominican archbishop Jean-Paul Vesco aligns with Pope Francis’ inclusion agenda. He argues the divorced-remarried should receive the Eucharist and calls for a pastoral rereading of marital indissolubility, reflecting progressive doctrinal flexibility. Vesco’s writings and speeches frame such positions within a broad theology of mercy, portraying the Church as a “field hospital” for wounded persons. Serving in Muslim-majority Algeria, he further underscores social justice, migrant protection and interreligious fraternity, rooting Christian witness in human-rights-focused solidarity and dialogue."
Dominique Mathieu OFMConv,Iran,13 June 1963,CP,7 December 2024 Francis,Archbishop of Tehran–Isfahan,Iran,Middle East & North Africa,MENA,0.92,INST_RES_CAPITAL,0.82,SOC_DIPLO_REAL;SOC_SOCJUS;REF_STATUS_QUO,0.74;0.46;0.31,NET_FRAN,0.9,FAC_REG_ASIA;FAC_CURIA_DIPLO;FAC_IDE_GLOBAL_JUSTICE,0.3;0.22;0.18,"A Conventual Franciscan serving the tiny Latin community in Iran, Archbishop Dominique Mathieu focuses on cultivating prudent dialogue with the Islamic Republic’s authorities and fostering peaceful coexistence with Shiite leaders. His public remarks highlight Pope Francis’ ‘human fraternity’ agenda, care for migrants and the poor, and ecological responsibility, but he avoids taking positions on hot-button doctrinal debates. Governance comments defer to the Holy See, signalling preference for incremental, centrally coordinated reforms. Overall, he profiles as a diplomatic realist with a moderate social-justice accent and no clear push for structural Church change."
Roberto Repole,Italy,29 January 1967,CP,7 December 2024 Francis,Archbishop of Turin and Bishop of Susa,Italy,Europe,EU_ITALY,0.92,INST_RES_VATICAN_RING,0.8,REF_MAX;SOC_MERCY;SOC_SOCJUS,0.78;0.55;0.45,NET_CONCIL,0.46,FAC_IDE_PROGRESS;FAC_REG_ITALY_RES,0.72;0.6,"A seasoned theologian turned archbishop, Roberto Repole foregrounds synodality, frequently urging shared discernment between bishops, clergy and laity and citing the need for decentralized decision-making. His pastoral language echoes Pope Francis’ “field hospital,” stressing unconditional welcome, especially for those at the peripheries. Repole also highlights social concerns—migration, poverty and ecological stewardship—tying evangelisation to concrete works of justice. Overall he aligns with a reform-minded, inclusion-oriented current within the Italian episcopate rather than doctrinal or liturgical traditionalism."
Baldassare Reina,Italy,26 November 1970,CP,7 December 2024 Francis,Vicar General for Rome and Archpriest of the Papal Basilica of Saint John Lateran,Italy,Europe,EU_ITALY,0.85,INST_RES_CAPITAL,0.82,REF_MAX;SOC_MERCY;SOC_SOCJUS,0.55;0.5;0.32,NET_NONE,0.18,FAC_REG_ITALY_RES;FAC_IDE_PROGRESS;FAC_CURIA_ADMIN,0.55;0.2;0.25,"Reina, a Sicilian-born prelate chosen by Pope Francis to oversee Rome’s daily pastoral life, consistently highlights the importance of broad lay participation in governance and the ongoing synodal journey. His homilies adopt the “field-hospital” image, stressing unconditional welcome for those at society’s margins, while his collaboration with Caritas underscores concern for migrants and the poor. Though not vocal on hot-button doctrinal debates, his rhetoric and initiatives place him within the Francis-era camp that favours decentralised, inclusive and socially engaged ministry."
Frank Leo,Canada,30 June 1971,CP,7 December 2024 Francis,Archbishop of Toronto,Canada,USA / Canada,USA_CANADA,0.93,INST_RES_CAPITAL,0.8,DOCT_CONSERV;REF_STATUS_QUO;SOC_SOCJUS,0.75;0.47;0.32,NET_NONE,0.95,,,"Archbishop Frank Leo publicly stresses fidelity to established Catholic doctrine on life, marriage and bio-ethics, echoing his predecessor’s conservative line. While he affirms Pope Francis’ call to a listening, synodal Church, he cautions against reforms that might weaken unity, signalling a preference for incremental, centrally guided governance. At the same time he speaks frequently about welcoming newcomers and supporting the poor, aligning with mainstream social-justice concerns, though without adopting liberationist language."
Mykola Bychok CSsR,Australia,13 February 1980,CP,7 December 2024 Francis,Eparch of Saints Peter and Paul of Melbourne (Ukrainian Greek Church),Australia,Oceania,EU_CEE_BALK,0.8,INST_RES_SUFFRAGAN,0.75,SOC_SOCJUS;DOCT_CONSERV;SOC_POP_NATL,0.72;0.48;0.32,NET_RED,0.91,,,"Bishop Mykola Bychok regularly frames his ministry around solidarity with displaced Ukrainians, fundraising and lobbying for humanitarian visas, and citing Pope Francis’ social encyclicals; this places him in the Church’s social-justice current. On contested moral topics he echoes the UGCC’s line on family and bio-ethics, favouring continuity over innovation, and has given no sign of support for recent doctrinal experiments. His homilies also weave Ukrainian national memory and cultural resilience into religious language, adding a mildly nationalist colouring to his otherwise pastoral agenda."
Domenico Battaglia,Italy,20 January 1963,CP,7 December 2024 Francis,Archbishop of Naples,Italy,Europe,EU_ITALY,0.92,INST_RES_VATICAN_RING,0.82,,,NET_NONE,0.8,FAC_REG_ITALY_RES;FAC_IDE_PROGRESS,0.75;0.45,
Dominique Mamberti,France,7 March 1952,CD,14 February 2015 Francis,Prefect of the Supreme Tribunal of the Apostolic Signatura,France,Europe,EU_WEST_NORDIC,0.82,INST_CUR_PREF,0.85,DOCT_CONSERV;SOC_DIPLO_REAL;REF_STATUS_QUO,0.78;0.65;0.45,NET_NONE,0.8,FAC_CURIA_DIPLO,0.8,"A long-time Vatican diplomat, Cardinal Mamberti couples a strong commitment to classical Catholic moral teaching with a pragmatic, law-of-nations approach to world affairs. His UN and OSCE interventions defend the right to life and traditional marriage, while urging negotiated settlements to armed conflicts—hallmarks of the Holy See’s realist diplomacy. Now heading the Church’s supreme tribunal, he stresses the binding force of universal canon law and cautions against excessive local experimentation, signalling preference for the existing centralised governance model."
Mario Zenari,Italy,5 January 1946,CD,19 November 2016 Francis,Apostolic Nuncio to Syria,Italy,Europe,EU_ITALY,0.83,INST_DIPLO,0.92,SOC_DIPLO_REAL;SOC_SOCJUS;SOC_MERCY,0.88;0.62;0.45,NET_NONE,0.8,FAC_CURIA_DIPLO;FAC_IDE_GLOBAL_JUSTICE,0.78;0.25,"A veteran papal diplomat, Cardinal Zenari keeps a low profile on doctrinal debates and concentrates on ending Syria’s war. He repeatedly urges negotiated cease-fires, humanitarian corridors and sanctions relief, arguing that restoring peace and basic services to civilians must outweigh geopolitical rivalries. His language blends the Holy See’s bridge-building realpolitik with appeals to compassion for the wounded and displaced, aligning him with the Church’s diplomatic-realist current, reinforced by a broader social-justice and mercy-centered concern for war-torn populations."
Kevin Farrell,United States,2 September 1947,CD,19 November 2016 Francis,"Prefect of the Dicastery for the Laity, Family and Life and Camerlengo of the Holy Roman Church",United States,USA / Canada,USA_CANADA,0.82,INST_CUR_PREF,0.92,DOCT_PROGRESS;SOC_MERCY;REF_STATUS_QUO,0.78;0.74;0.43,NET_CHARIS;NET_REGNUM,0.72;0.46,FAC_IDE_PROGRESS;FAC_CURIA_ADMIN;FAC_INS_TAGLE,0.78;0.42;0.18,"As prefect for the Dicastery for Laity, Family and Life, Cardinal Farrell consistently defends the pastoral direction of Amoris Laetitia, urging openness toward remarried couples and respectful accompaniment of LGBT persons. His language highlights mercy, closeness and a “field-hospital” Church that welcomes all. While friendly to synodal consultation, he has also insisted that local bishops remain aligned with Rome, signalling preference for incremental, centrally coordinated reform rather than far-reaching decentralisation."
Konrad Krajewski,Poland,25 November 1963,CD,28 June 2018 Francis,Almoner of His Holiness,Poland,Europe,EU_CEE_BALK,0.83,INST_CUR_PREF,0.83,SOC_MERCY;SOC_SOCJUS,0.9;0.62,NET_NONE,0.25,FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS;FAC_CURIA_ADMIN,0.6;0.35;0.2,"As Papal Almoner, Cardinal Krajewski is best known for hands-on charity: sleeping alongside Rome’s homeless, driving relief trucks into war-torn Ukraine and quietly paying poor families’ utility bills. His language mirrors Pope Francis’ “field-hospital” vision, stressing unconditional compassion over moral gate-keeping. While he rarely enters doctrinal debates, Krajewski frames the Church’s mission in social-justice and fraternity terms, urging Catholics to prioritise the excluded, migrants and conflict victims. Observers thus locate him in the mercy-pastoral, socially engaged wing of the College."
José Tolentino de Mendonça,Portugal,15 December 1965,CD,5 October 2019 Francis,Prefect of the Dicastery for Culture and Education,Portugal,Europe,EU_WEST_NORDIC,0.9,INST_CUR_PREF,0.88,REF_MAX;SOC_SOCJUS;SOC_MERCY,0.72;0.75;0.65,NET_CL;NET_CONCIL,0.45;0.25,FAC_IDE_PROGRESS;FAC_IDE_GLOBAL_JUSTICE,0.65;0.3,"Cardinal Tolentino de Mendonça aligns closely with Pope Francis’ cultural and synodal agenda. He presents synodality as an ‘epochal transformation’ requiring wider lay involvement and local inculturation, signalling a tilt toward decentralised decision-making. His speeches routinely foreground social justice issues—migration, poverty, ecology—arguing that evangelisation is inseparable from defending human dignity and our common home. In spiritual conferences he reprises the ‘field-hospital’ metaphor, urging pastors to privilege accompaniment and mercy over judgement. The cardinal thus occupies the Church’s progressive, socially engaged and synodal-maximalist wing."
Michael Czerny SJ,Canada,18 July 1946,CD,5 October 2019 Francis,Prefect of the Dicastery for Promoting Integral Human Development,Canada,USA / Canada,USA_CANADA,0.82,INST_CUR_PREF,0.92,SOC_SOCJUS;SOC_ECON_LEFT;REF_MAX,0.9;0.75;0.52,NET_JES,0.95,FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS,0.8;0.55,"A longtime Jesuit social advocate, Cardinal Czerny foregrounds migration, ecology and indigenous rights as non-negotiable Gospel imperatives. His speeches invoke Laudato Si’ and Fratelli Tutti to critique ‘throw-away economics’ and urge debt relief, land reform and multilateral ecological action—placing him on the Church’s economic-left. He also champions Pope Francis’ synodal path, arguing that decision-making must include local peoples and lay voices. Overall he is identified with the social-justice wing, combining structural economic critique with a decentralising, participatory ecclesial vision."
Mario Grech,Malta,20 February 1957,CD,28 November 2020 Francis,Secretary-General of the Synod of Bishops,Malta,Europe,EU_WEST_NORDIC,0.78,INST_SYNOD_SEC,0.92,REF_MAX;DOCT_PROGRESS;SOC_MERCY,0.91;0.75;0.55,NET_NONE,0.8,FAC_IDE_PROGRESS,0.78,"Cardinal Mario Grech is the chief promoter of Pope Francis’ global synodal process and repeatedly frames synodality as a structural shift toward shared, decentralised authority that includes lay men and women in deliberative votes. He expresses readiness to explore contested questions—such as women’s ministries and the situation of LGBT Catholics—while insisting the Church must keep listening and avoid exclusions. His rhetoric emphasises accompaniment and the “field-hospital” Church, placing him among the synodal-maximalist, moderately progressive and mercy-centred currents rather than the doctrinal or cultural right."
Marcello Semeraro,Italy,22 December 1947,CD,28 November 2020 Francis,Prefect of the Dicastery for the Causes of Saints,Italy,Europe,EU_ITALY,0.93,INST_CUR_PREF,0.92,REF_MAX;SOC_MERCY;DOCT_PROGRESS,0.81;0.72;0.46,NET_NONE,0.92,FAC_IDE_PROGRESS;FAC_REG_ITALY_RES,0.76;0.25,"As secretary of Pope Francis’s Council of Cardinals and later prefect, Cardinal Semeraro champions a ‘synodal Church’. In books and interviews he argues for broadened participation and for decisions that rise from listening processes, signalling a maximalist reform outlook. When bishop of Albano he issued norms implementing Amoris Laetitia that allowed Eucharistic access for some remarried couples, underscoring a mercy-centred and pastorally progressive reading of doctrine. Overall he is located in the Francis-aligned, reform-minded current that blends structural decentralisation with inclusive pastoral practice."
Mauro Gambetti OFMConv,Italy,27 October 1965,CD,28 November 2020 Francis,"Vicar General for Vatican City, Archpriest of the Papal Basilica of Saint Peter and President of the Fabric of Saint Peter",Italy,Europe,EU_ITALY,0.93,INST_AUX,0.55,SOC_SOCJUS;REF_MAX;SOC_MERCY,0.81;0.56;0.42,NET_FRAN,0.93,FAC_CURIA_ADMIN;FAC_IDE_PROGRESS,0.72;0.28,"Franciscan Cardinal Gambetti speaks frequently of “fraternity”, ecological conversion and care for migrants, aligning his social priorities with Laudato Si’ and Fratelli Tutti. As archpriest he champions integral ecology projects around St Peter’s and backs initiatives such as “The Economy of Francesco.” In interviews on the global Synod he stresses co-responsibility and broad lay participation, signalling openness to decentralised decision-making though without proposing doctrinal shifts. His pastoral language mirrors Pope Francis’ “field hospital” style, accenting welcome and accompaniment over boundary-drawing."
Arthur Roche,United Kingdom,6 March 1950,CD,27 August 2022 Francis,Prefect of the Dicastery for Divine Worship and the Discipline of the Sacraments,United Kingdom,Europe,EU_WEST_NORDIC,0.92,INST_CUR_PREF,0.88,REF_STATUS_QUO;DOCT_CONSERV,0.82;0.46,NET_NONE,0.8,FAC_IDE_PROGRESS,0.72,"As prefect in charge of global liturgical policy, Cardinal Roche consistently underscores obedience to the Holy See and tight curial supervision of worship norms, arguing that individual bishops or groups may not bypass Vatican directives. His defence of the post-conciliar Mass and resistance to unauthorised adaptations typify a preference for centralized, incremental governance rather than broad synodal experimentation. While he seldom ventures into contested moral debates, his rhetoric affirms continuity with established doctrine, giving him a moderately conservative profile alongside his clear status-quo institutional stance."
Lazarus You Heung-sik,South Korea,17 November 1951,CD,27 August 2022 Francis,Prefect of the Dicastery for the Clergy,South Korea,East Asia,EAST_ASIA,0.92,INST_CUR_PREF,0.92,SOC_DIPLO_REAL;SOC_SOCJUS;REF_MAX,0.78;0.71;0.45,NET_FABC;NET_SANT,0.45;0.28,FAC_REG_ASIA;FAC_IDE_PROGRESS,0.6;0.3,"Cardinal You presents himself as a bridge-builder committed to pragmatic peace and social concern. As bishop of Daejeon he consistently urged dialogue and nuclear de-escalation on the Korean peninsula, a stance he has carried into his Vatican role. His speeches highlight Pope Francis’ agenda of care for the poor, migrants and the environment, linking charity with structural justice. While loyal to Roman authority, he talks up the Synod’s call for listening to local churches and greater lay co-decision, signalling a moderately decentralising outlook."
Claudio Gugerotti,Italy,7 October 1955,CD,30 September 2023 Francis,Prefect of the Dicastery for the Eastern Churches,Italy,Europe,EU_ITALY,0.82,INST_CUR_PREF,0.91,SOC_DIPLO_REAL;SOC_MERCY,0.8;0.55,NET_NONE,0.85,FAC_CURIA_DIPLO,0.8,"A lifelong Vatican diplomat, Cardinal Gugerotti approaches crises in Ukraine, the Caucasus and the Holy Land with a pragmatic, dialogue-first mindset. His public statements urge humanitarian corridors, prisoner exchanges and sustained negotiations rather than ideological confrontation, reflecting the Holy See’s classic Ostpolitik realism. At the same time he employs Pope Francis’ “field-hospital” vocabulary, insisting the Church must accompany all who suffer regardless of rite or affiliation and prioritise concrete aid over polemics. No explicit positions on contested moral doctrines have been recorded."
Víctor Manuel Fernández,Argentina,18 July 1962,CD,30 September 2023 Francis,Prefect of the Dicastery for the Doctrine of the Faith,Argentina,South America,SOUTH_AMERICA,0.85,INST_CUR_PREF,0.95,DOCT_PROGRESS;SOC_MERCY;REF_MAX,0.92;0.78;0.45,NET_CELAM,0.45,FAC_CURIA_DOCTRINE;FAC_IDE_PROGRESS;FAC_REG_LATAM_CONT,0.88;0.83;0.62,"A close theological confidant of Pope Francis, Cardinal Fernández frames doctrine as capable of ongoing development in the service of pastoral need. As prefect he issued Fiducia Supplicans, allowing blessings for same-sex couples, and has publicly encouraged study of women’s diaconate and nuanced approaches to *Humanae Vitae*. His language foregrounds the Church as a “field hospital” that heals and accompanies before judging. While broadly supportive of the synodal process and wider consultative structures, he offers few concrete decentralising proposals, placing him on the moderate end of reformist advocacy."
Emil Paul Tscherrig,Switzerland,3 February 1947,CD,30 September 2023 Francis,Apostolic Nuncio emeritus to Italy and San Marino,Switzerland,Europe,EU_WEST_NORDIC,0.78,INST_EMERITUS,0.9,SOC_DIPLO_REAL;REF_STATUS_QUO,0.82;0.63,NET_NONE,0.62,FAC_CURIA_DIPLO,0.65,"A long-time Vatican diplomat, Cardinal Tscherrig speaks mainly in the key of pragmatic statecraft: advancing negotiated solutions, mutual respect and quiet bridge-building rather than public confrontation. When he addresses internal Church matters he stresses loyalty to the Petrine ministry and cautions against centrifugal experiments, reflecting a preference for the existing centralized model. He offers few statements on contested moral or doctrinal questions, positioning him primarily as a diplomatic realist with a status-quo approach to Church governance rather than an ideological polemicist."
Christophe Pierre,France,30 January 1946,CD,30 September 2023 Francis,Apostolic Nuncio to the United States,France,Europe,EU_WEST_NORDIC,0.8,INST_DIPLO,0.88,REF_MAX;SOC_MERCY;SOC_SOCJUS,0.85;0.75;0.65,NET_NONE,0.72,FAC_CURIA_DIPLO;FAC_IDE_PROGRESS,0.8;0.3,"Archbishop Christophe Pierre, the Holy See’s veteran diplomat in Washington, is an enthusiastic promoter of Pope Francis’ synodal vision. In frequent speeches to U.S. bishops he stresses listening, decentralised discernment and lay participation as safeguards for communion. His language borrows the pope’s “field-hospital” imagery, urging pastoral mercy and accompaniment for those on society’s margins. Pierre also highlights migration, poverty and global inequality, insisting that the Church defend migrants and address structural causes of displacement. Together, these positions place him in the synodal-pastoral, social-justice wing of today’s hierarchy."
Ángel Fernández Artime SDB,Spain,21 August 1960,CD,30 September 2023 Francis,Pro-Prefect of the Dicastery for Institutes of Consecrated Life and Societies of Apostolic Life,Spain,Europe,EU_WEST_NORDIC,0.82,INST_CUR_PREF,0.92,SOC_MERCY;SOC_SOCJUS;REF_MAX,0.75;0.6;0.42,NET_SAL,0.94,FAC_IDE_PROGRESS;FAC_CURIA_ADMIN;FAC_INS_TAGLE,0.55;0.2;0.18,"Salesian Cardinal Ángel Fernández Artime places pastoral closeness to the young and the excluded at the heart of his public ministry. Repeated interviews stress a “Church with open arms” and unconditional accompaniment, echoing Pope Francis’ field-hospital imagery. His messages often highlight social priorities—poverty, migration and integral ecology—over culture-war themes. As former Rector Major he has also championed the synodal method, urging religious and laity to co-discern future paths for charisms and governance. Consequently he is read as a mercy-centred, socially engaged reform voice."
Rolandas Makrickas,Lithuania,31 January 1972,CD,7 December 2024 Francis,Coadjutor Archpriest of the Papal Basilica of Saint Mary Major,Lithuania,Europe,EU_CEE_BALK,0.78,INST_AUX,0.68,REF_STATUS_QUO;SOC_DIPLO_REAL;SOC_MERCY,0.46;0.42;0.22,NET_NONE,0.25,FAC_CURIA_ADMIN;FAC_CURIA_DIPLO,0.45;0.3,"A Vatican career diplomat, Archbishop‐Coadjutor Rolandas Makrickas has offered few explicit programmatic statements, but his available remarks show a preference for orderly, Rome-centred governance and a conciliatory, pragmatic style shaped by two decades in the Holy See’s diplomatic corps. His emphasis on hospitality and pastoral welcome at St Mary Major echoes Pope Francis’ ‘field-hospital’ language without venturing into doctrinal innovation. Observers therefore situate him within the institution-minded, diplomatic wing of the hierarchy rather than among outspoken reformers or traditionalists."
Timothy Radcliffe OP,United Kingdom,22 August 1945,CD,7 December 2024 Francis,Master emeritus of the Order of Preachers,United Kingdom,Europe,EU_WEST_NORDIC,0.82,INST_REL_SUP,0.78,DOCT_PROGRESS;REF_MAX;SOC_MERCY,0.82;0.74;0.55,NET_DOM;NET_CL,0.92;0.45,FAC_IDE_PROGRESS,0.75,"Timothy Radcliffe is widely viewed as a progressive Dominican voice. He has spoken sympathetically about recognising faithful same-sex relationships and keeping open discussion on women’s ministry, signalling readiness for doctrinal development. Chosen by Pope Francis to animate the 2023 Synod retreat, he extols broad lay participation and a Spirit-led, decentralised Church journey. His preaching frequently invokes the “field-hospital” image, urging pastoral accompaniment and mercy over exclusion. Together these positions place him in the Church’s reform-minded, inclusion-oriented current."
Fabio Baggio CS,Italy,15 January 1965,CD,7 December 2024 Francis,Undersecretary of the Migrants and Refugees Section of the Dicastery for Promoting Integral Human Development,Italy,Europe,EU_ITALY,0.78,INST_CUR_SEC,0.92,SOC_SOCJUS;SOC_MERCY;SOC_ECON_LEFT,0.9;0.65;0.45,NET_NONE,0.8,FAC_IDE_GLOBAL_JUSTICE;FAC_IDE_PROGRESS;FAC_INS_TAGLE,0.8;0.4;0.18,"A Scalabrinian missionary, Fr Fabio Baggio’s public ministry revolves around the rights of migrants and forcibly displaced persons. In media interviews and multilateral forums he echoes Pope Francis’ four verbs—welcome, protect, promote, integrate—linking migration to climate change, debt and other structural injustices. His language stresses dignity, fraternity and the moral duty of inclusion, less on doctrinal controversy. While occasionally criticising “market logic” that commodifies people, he stops short of detailed economic programmes. Overall he fits the Church’s social-justice and mercy-pastoral current."
George Koovakad,India,11 August 1973,CD,7 December 2024 Francis,Prefect of the Dicastery for Interreligious Dialogue (Syro-Malabar Church),India,South Asia,SOUTH_ASIA,0.92,INST_CUR_PREF,0.83,SOC_DIPLO_REAL;SOC_SOCJUS;DOCT_CONSERV,0.78;0.55;0.42,NET_NONE,0.8,FAC_REG_ASIA;FAC_CURIA_DIPLO;FAC_IDE_PROGRESS,0.55;0.45;0.25,"Known for his bridge-building, Cardinal Koovakad foregrounds interreligious harmony and pragmatic cooperation, repeatedly calling for “quiet diplomacy” with Hindu and Muslim leaders to defuse tensions. In Indian contexts he links dialogue to poverty relief, ecological stewardship and defense of minority rights, citing both Laudato Si’ and local texts on caste injustice. While pastorally inclusive, he voices caution about rapid doctrinal innovation, underscoring the Church’s moral teachings and the Syro-Malabar patrimony. Observers thus see a diplomatic realist with social-justice accents and moderate doctrinal conservatism."
